comments_es,satisfied
la extension a la comunidad deberia ser una maxima prioridad para el banco las sucursales del banco son dificiles de encontrar podria cerrar mi cuenta ahora,Negativo
bastante buena opcion para banca,Positivo
buena seleccion de productos hipotecarios,Positivo
el sitio web de este banco no es realmente bueno,Positivo
el banco realmente deberia contribuir mas a nuestra comunidad las tarifas por realizar transferencias bancarias son demasiado altas estoy decepcionado con el servicio brindado por este banco y estoy considerando llevar mi negocio a otra parte,Negativo
su mal servicio me hace cambiar de banco,Negativo
este banco tiene una impresionante seleccion de opciones hipotecarias tarifas razonables por servicios bancarios,Positivo
no estoy satisfecho con las altas tarifas que me cobra boeing estoy considerando cambiar de banco debido al servicio consistentemente deficiente,Negativo
prefiero no comentar,Negativo
el servicio al cliente brindado es de mala educacion este banco no esta a la altura,Negativo
el banco ahorra tasas demasiado bajas necesita hacerlo mejor en el futuro,Negativo
el banco debe proporcionar mas informacion sobre como maneja los datos de los clientes creo que voy a cambiarme a un competidor,Negativo
tus sentimientos me estan alejando de este banco creo que cerrare mi cuenta,Negativo
la ubicacion de las sucursales del banco es muy inconveniente necesitamos hacerlo mejor en el futuro,Negativo
nada que decir,Positivo
su banco deberia mostrar mas preocupacion por el medio ambiente,Negativo
las tasas de las hipotecas son demasiado caras no estoy contento no se lo recomendaria a un amigo,Negativo
por que recibo todos estos cargos falta de servicios para mis necesidades especificas mi experiencia con el servicio de este banco ha sido tan negativa que no se lo recomendaria a nadie,Negativo
sin comentarios,Negativo
los tipos de interes de las hipotecas sobre viviendas son demasiado altos hoy en dia,Negativo
las tasas de interes de ahorro que ofrece este banco son bastante buenas el servicio al cliente es uno de los aspectos mas fuertes de este banco en general este banco es aceptable,Positivo
la aplicacion movil del banco tiene medidas de seguridad solidas en general estoy contento con el servicio de tie banks,Positivo
es bueno ver que mi banco participa en el apoyo a organizaciones beneficas locales,Positivo
esta banda es bastante decente en general,Positivo
servicio al cliente muy inutil esperaba un mejor nivel de servicio de mi banco y me siento decepcionado,Negativo
el servicio al cliente es bueno en general muy feliz,Positivo
la interfaz de la aplicacion telefonica de los bancos es confusa creo que me cambiare a un competidor,Negativo
las tasas de ahorro son muy bajas estoy completamente decepcionado con el nivel de servicio brindado por este banco,Negativo
el nivel de servicio al cliente proporcionado por este banco es de primer nivel,Positivo
sin comentarios,Positivo
en general estoy contento con el servicio del banco,Positivo
el servicio de atencion al cliente no es util esto es inaceptable,Negativo
no me importan las tarifas y cargos de este banco en general lo estas haciendo bien,Positivo
tu aplicacion movil no funciona esto no es lo suficientemente bueno,Negativo
la aplicacion movil proporcionada permite que el banco sea confiable y seguro,Positivo
es fantastico ver que mi banco esta generando un impacto positivo en la comunidad,Positivo
en terminos generales las cosas estan bastante bien pero podrian mejorar,Neutro
el medio ambiente es una cuestion critica en la que su banco debe centrarse esperaba un mayor nivel de servicio de este banco y me han decepcionado,Negativo
el servicio de atencion al cliente no es util la aplicacion del telefono es dificil de usar no feliz no se lo recomendaria a un amigo,Negativo
el servicio al cliente que recibi supero mis expectativas,Positivo
el servicio al cliente que brinda este banco es de gran ayuda,Positivo
la privacidad de los datos es un area en la que el banco necesita mejorar la banca en linea del banco es inadecuada necesita tratarnos mejor a los clientes no estoy satisfecho con el servicio que recibi y no se lo recomendaria a nadie mas,Negativo
las sucursales de los bancos son dificiles de encontrar creo que he cerrado mi cuenta,Negativo
las sucursales del banco se encuentran en lugares incomodos ojala no hubiera abierto una cuenta en este banco,Negativo
el portal bancario en linea de los bancos es de primera categoria en resumen on esta razonablemente satisfecho,Positivo
las tasas de interes de ahorro del banco son extremadamente bajas simplemente no es aceptable,Negativo
estoy bastante satisfecho con los servicios del banco supongo que todo es bastante decente en general,Positivo
ninguno,Negativo
estos cargos por servicios bancarios basicos son desproporcionados estoy profundamente decepcionado con el nivel de servicio ofrecido por este banco,Negativo
servicio al cliente bastante bueno bastante feliz con mi banco,Positivo
tanto sus tasas hipotecarias como de ahorro son bajas necesito hacerlo mejor en el futuro,Negativo
el servicio al cliente del banco es desagradable falta la calidad del servicio al cliente brindado por su banco realmente es necesario mejorar las cosas aqui,Negativo
el banco deberia mejorar su portal de banca online,Negativo
es bueno saber que mi banco se dedica a donaciones caritativas,Positivo
necesita mejorar su portal de banca en linea no es lo suficientemente bueno,Negativo
quiero saber mas sobre lo que hacen con mis datos estoy completamente decepcionado y frustrado con el servicio brindado,Negativo
su mal servicio me esta haciendo cambiar de banco,Negativo
el servicio al cliente esta por debajo de la media su mal servicio me hace pensar en cambiar de banco,Negativo
bajas tasas de interes de ahorro no estoy contento de haber cerrado tantas de sus sucursales esperaba un mejor nivel de servicio de mi banco y me siento decepcionado,Negativo
no hay muchas sucursales en esta zona necesito hacerlo mejor en el futuro,Negativo
las ofertas hipotecarias del banco son muy limitadas debe esforzarse mas,Negativo
el servicio al cliente esta por debajo de la media siento que mi banco deberia tratarme mejor ojala no hubiera abierto una cuenta en este banco,Negativo
siempre he tenido una gran experiencia con el servicio al cliente del banco opcion bastante justa para la banca,Positivo
se podrian mejorar las experiencias de banca en linea su mal servicio me esta haciendo cambiar de banco,Negativo
estas completamente decepcionado con el nivel de servicio brindado por este banco,Negativo
sus tarifas me dificultan continuar realizando operaciones bancarias con usted podria cerrar mi cuenta,Negativo
las comisiones de este banco son bastante razonables estoy bastante contento con el servicio del banco,Positivo
sin malas tarifas ni cargos en general este banco es satisfactorio,Positivo
buena gama de productos financieros,Positivo
las funciones de banca en linea del banco son completas en general diria que las cosas estan bien,Positivo
las tasas de ahorro bancarias son demasiado legales considerando seriamente cambiarse a un banco rival,Negativo
la privacidad de los datos se toma en serio estoy bastante satisfecho,Positivo
el banco tiene una gama limitada de servicios que me atienden el inaceptable servicio prestado requiere atencion inmediata,Negativo
en general el mal desempeno de los bancos me hizo decidir cambiarme pronto,Negativo
el banco ofrece manzanas moviles seguras y faciles de usar,Positivo
el banco hace mucho en la comunidad no podria estar mas feliz con mi banco y el servicio que brinda,Positivo
las comisiones bancarias se estan volviendo irrazonables realmente no satisfecho,Negativo
es bastante conveniente tratar con este banco estoy bastante satisfecho con mi banco,Positivo
las tasas de ahorro bancarias son muy bajas el desempeno de este banco es inaceptable,Negativo
la aplicacion del telefono es dificil de usar ustedes necesitan hacerlo mejor,Negativo
las tarifas por transacciones en cajeros automaticos son demasiado elevadas no estoy contento con el servicio que recibi y no se lo recomendaria a nadie mas,Negativo
las sucursales del banco estan ubicadas en un lugar conveniente en general estoy bastante contento con el servicio,Positivo
no te gusta la aplicacion de telefono de tu banco esta completamente decepcionado molesto con el servicio ofrecido,Negativo
no me gusta pagar todas estas comisiones bancarias innecesarias,Negativo
las tasas de interes de ahorro ofrecidas adios este banco es bastante bueno,Positivo
sin comentarios,Negativo
la banda tiene tasas hipotecarias competitivas que vale la pena considerar el banco y su personal merecen mis mayores elogios,Positivo
su aplicacion movil parece tener buenas medidas de seguridad es bueno tambien vere que mi banco participe activamente en el apoyo a los grupos locales bastante bien en general pero puede hacerlo mejor,Neutro
